OBJECTID,NUMBER0,SYSTEM_NAM,TINWSYS_LO,OWNER_TYPE,D_PRIN_CIT,D_PRIN_CNT,D_FED_PRIM,D_POPULATI,D_TTL_STOR,ST_ASGN_ID,D_PWS_FED_,TINWSF_IS_,FACILITY_N,TINWSF_LOC,FACILITY_T,WATER_TYPE,AVAILABILI,LAT,LON,HORIZ_REF_,DATA_COLLE,DEPTH_OF_W,DEPTH_OF_1,WELL_DIAME,WELL_DIA_1,STATIC_WAT,STATIC_W_1,OFFICE,OVERSIGHT,ACTIVE
"11",NM3526504,MIAMI WATER USERS ASSOCIATION,,L,MIAMI,COLFAX,SW,135.00000000,195000.00000000,"26504001",C,7016.00000000,INTAKE #1,MIAMI LAKE,IN,SW,P,36.34702700,-104.89230500,"003",2012/08/27,0.00000000,,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,GREG QUARTIERI,"-1"
"136",NM3592729,SIPAPU LODGE AND CAFE,,P,VADITO,TAOS,GU,250.00000000,0.00000000,"92729001",NC,7201.00000000,SPRING #1,OLD NAME WELL #1 (SPRING #1),SP,GU,P,36.15502800,-105.55090200,"003",2006/10/26,0.00000000,,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,SF FRANK BACA,"-1"
"155",NM3501725,EL CRESTON MDWCA,,L,LAS VEGAS,SAN MIGUEL,SWP,50.00000000,41600.00000000,"01725001",C,13822.00000000,CONSECUTIVE CONNECTION #1,CITY OF LAS VEGAS (180-25),CC,SW,P,35.59523300,-105.22355200,"003",2015/12/09,0.00000000,,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,SF FRANK BACA,"-1"
"175",NM3513319,ALAMOGORDO DOMESTIC WATER SYSTEM,,L,ALAMOGORDO,OTERO,SW,35629.00000000,25011000.00000000,"13319014",C,12189.00000000,COVERED RAW WATER RESERVOIRS #1 - #3,,RS,SW,P,32.97035700,-105.93415400,"003",2004/09/22,0.00000000,,0.00000000,,0.00000000,,LAS CRUCES AREA OFFICE,JOHN PIJAWKA,"-1"
"176",NM3513319,ALAMOGORDO DOMESTIC WATER SYSTEM,,L,ALAMOGORDO,OTERO,SW,35629.00000000,25011000.00000000,"13319004",C,12179.00000000,CABALLERO CANYON SPRINGS,,SP,SW,P,32.87612900,-105.83678900,"003",2004/09/24,0.00000000,,0.00000000,,0.00000000,,LAS CRUCES AREA OFFICE,JOHN PIJAWKA,"-1"
"177",NM3513319,ALAMOGORDO DOMESTIC WATER SYSTEM,,L,ALAMOGORDO,OTERO,SW,35629.00000000,25011000.00000000,"13319034",C,8933.00000000,UPPER SPRINGER INFILTRATION GALLERY,,IG,SW,P,32.97361100,-105.90333300,"003",2004/09/22,0.00000000,,0.00000000,,0.00000000,,LAS CRUCES AREA OFFICE,JOHN PIJAWKA,"-1"
"178",NM3513319,ALAMOGORDO DOMESTIC WATER SYSTEM,,L,ALAMOGORDO,OTERO,SW,35629.00000000,25011000.00000000,"13319033",C,8932.00000000,LOWER MARUCHE INFILTRATION GALLERY,,IG,SW,P,32.99504200,-105.83862000,"003",2004/09/22,0.00000000,,0.00000000,,0.00000000,,LAS CRUCES AREA OFFICE,JOHN PIJAWKA,"-1"
"179",NM3513319,ALAMOGORDO DOMESTIC WATER SYSTEM,,L,ALAMOGORDO,OTERO,SW,35629.00000000,25011000.00000000,"13319008",C,12183.00000000,CROCKET SPRINGS,,SP,SW,P,33.01409600,-105.84667000,"003",2004/09/23,0.00000000,,0.00000000,,0.00000000,,LAS CRUCES AREA OFFICE,JOHN PIJAWKA,"-1"
"180",NM3513319,ALAMOGORDO DOMESTIC WATER SYSTEM,,L,ALAMOGORDO,OTERO,SW,35629.00000000,25011000.00000000,"13319009",C,12184.00000000,UPPER MARUCHE SPRINGS,,SP,SW,P,32.99504200,-105.83862000,"003",2004/09/22,0.00000000,,0.00000000,,0.00000000,,LAS CRUCES AREA OFFICE,JOHN PIJAWKA,"-1"
"181",NM3513319,ALAMOGORDO DOMESTIC WATER SYSTEM,,L,ALAMOGORDO,OTERO,SW,35629.00000000,25011000.00000000,"13319001",C,12175.00000000,ALAMO CANYON SPRINGS,,SP,SW,P,32.85479200,-105.83845500,"003",2004/09/24,0.00000000,,0.00000000,,0.00000000,,LAS CRUCES AREA OFFICE,JOHN PIJAWKA,"-1"
"182",NM3513319,ALAMOGORDO DOMESTIC WATER SYSTEM,,L,ALAMOGORDO,OTERO,SW,35629.00000000,25011000.00000000,"13319003",C,12178.00000000,GORDON CANYON SPRINGS,,SP,SW,P,32.83131500,-105.82325500,"003",2004/09/24,0.00000000,,0.00000000,,0.00000000,,LAS CRUCES AREA OFFICE,JOHN PIJAWKA,"-1"
"183",NM3513319,ALAMOGORDO DOMESTIC WATER SYSTEM,,L,ALAMOGORDO,OTERO,SW,35629.00000000,25011000.00000000,"13319013",C,12188.00000000,FRESNAL CANYON SPRINGS,,SP,SW,P,32.87277700,-105.94527700,"003",2004/09/22,0.00000000,,0.00000000,,0.00000000,,LAS CRUCES AREA OFFICE,JOHN PIJAWKA,"-1"
"185",NM3513319,ALAMOGORDO DOMESTIC WATER SYSTEM,,L,ALAMOGORDO,OTERO,SW,35629.00000000,25011000.00000000,"13319012",C,12187.00000000,LOWER SPRINGER SPRINGS,,SP,SW,P,32.98348300,-105.82316000,"003",2004/09/22,0.00000000,,0.00000000,,0.00000000,,LAS CRUCES AREA OFFICE,JOHN PIJAWKA,"-1"
"186",NM3513319,ALAMOGORDO DOMESTIC WATER SYSTEM,,L,ALAMOGORDO,OTERO,SW,35629.00000000,25011000.00000000,"13319020",C,7003.00000000,FRESNAL CANYON DIVERSIONS & SPRINGS,,IN,SW,P,32.95825800,-105.88270200,"003",2004/09/23,0.00000000,,0.00000000,,0.00000000,,LAS CRUCES AREA OFFICE,JOHN PIJAWKA,"-1"
"197",NM3590024,NAVAJO LAKE STATE PARK - COTTONWOOD CAMP,,S,NAVAJO DAM,SAN JUAN,GU,200.00000000,43750.00000000,"90024001",NC,8941.00000000,INFILTRATION GALLERY # 1,,IG,GU,P,36.80800000,-107.67799000,"003",2020/01/15,0.00000000,,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,JAMES JONES,"-1"
"219",NM3531524,BLANCO MDWCA,,L,BLANCO,SAN JUAN,SWP,1140.00000000,380000.00000000,"31524011",C,12613.00000000,BLOOMFIELD CONSECUTIVE CONNECTION,,CC,SW,P,36.70024700,-107.91676800,"003",2008/04/08,0.00000000,,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,JAMES JONES,"-1"
"226",NM3518025,LAS VEGAS (CITY OF),,L,LAS VEGAS,SAN MIGUEL,SW,18044.00000000,8100000.00000000,"18025022",C,14078.00000000,PETERSON RESERVOIR,,RS,SW,P,35.64984400,-105.27942500,"003",2018/02/12,0.00000000,,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,SF FRANK BACA,"-1"
"227",NM3518025,LAS VEGAS (CITY OF),,L,LAS VEGAS,SAN MIGUEL,SW,18044.00000000,8100000.00000000,"18025013",C,10869.00000000,SETTLING BASIN - GALLINAS RIVER DIV. DAM,,RS,SW,P,35.65007500,-105.30922500,"003",2014/09/23,0.00000000,,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,SF FRANK BACA,"-1"
"228",NM3518025,LAS VEGAS (CITY OF),,L,LAS VEGAS,SAN MIGUEL,SW,18044.00000000,8100000.00000000,"18025001",C,7013.00000000,GALLINAS RIVER DIVERSION DAM INTAKE,,IN,SW,P,35.64985000,-105.31655800,"003",2014/09/23,0.00000000,,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,SF FRANK BACA,"-1"
"310",NM3509824,AZTEC DOMESTIC WATER SYSTEM,,L,AZTEC,SAN JUAN,SW,5960.00000000,7057000.00000000,"09824019",C,13697.00000000,RESERVOIR #3,,RS,SW,P,36.82122000,-107.96593000,"003",2017/08/15,0.00000000,,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,JAMES JONES,"-1"
"311",NM3509824,AZTEC DOMESTIC WATER SYSTEM,,L,AZTEC,SAN JUAN,SW,5960.00000000,7057000.00000000,"09824016",C,10278.00000000,CLEAR WELL (EP),,CW,SW,P,36.83576000,-107.97749000,"003",2017/08/16,0.00000000,,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,JAMES JONES,"-1"
"312",NM3509824,AZTEC DOMESTIC WATER SYSTEM,,L,AZTEC,SAN JUAN,SW,5960.00000000,7057000.00000000,"09824001",C,6988.00000000,ANIMAS RIVER HEADGATE,,IN,SW,P,36.03839000,-107.99235000,"003",2017/08/16,0.00000000,,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,JAMES JONES,"-1"
"313",NM3509824,AZTEC DOMESTIC WATER SYSTEM,,L,AZTEC,SAN JUAN,SW,5960.00000000,7057000.00000000,"09824006",C,9099.00000000,RESERVOIR #1,OLD RESERVOIR,RS,SW,P,36.83485000,-107.97527000,"003",2017/08/15,0.00000000,,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,JAMES JONES,"-1"
"314",NM3509824,AZTEC DOMESTIC WATER SYSTEM,,L,AZTEC,SAN JUAN,SW,5960.00000000,7057000.00000000,"09824007",C,9100.00000000,LOWER EAST AZTEC STORAGE TANK,,RS,SW,P,36.81979000,-107.92648000,"003",2017/08/16,0.00000000,,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,JAMES JONES,"-1"
"315",NM3509824,AZTEC DOMESTIC WATER SYSTEM,,L,AZTEC,SAN JUAN,SW,5960.00000000,7057000.00000000,"09824003",C,6990.00000000,ANIMAS RIVER PUMP,,IN,SW,P,36.83745000,-107.99242000,"003",2017/08/15,0.00000000,,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,JAMES JONES,"-1"
"346",NM3590924,NAVAJO LAKE STATE PARK - PINE SITE,,S,NAVAJO DAM,SAN JUAN,SW,550.00000000,200000.00000000,"90924001",NC,7034.00000000,NAVAJO RESERVOIR INTAKE,,IN,SW,P,36.82333000,-107.61566900,"003",2004/10/13,0.00000000,,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,JAMES JONES,"-1"
"422",NM3500404,CARISBROOK PROPERTY OWNERS ASSOCIATION,,P,RATON,COLFAX,SWP,54.00000000,10000.00000000,"00404003",C,7250.00000000,RATON WSS,,CC,SW,P,36.91840400,-104.43203600,"003",2002/07/29,0.00000000,,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,GREG QUARTIERI,"-1"
"444",NM3500826,SANTA FE COUNTY SOUTH SECTOR,,L,SANTA FE,SANTA FE,SWP,7000.00000000,1500000.00000000,"00826007",C,13649.00000000,CC SANTA FE AT CERRILLOS RD,,CC,SW,P,35.61452700,-106.03297200,"003",2014/06/10,0.00000000,,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,SF FRANK BACA,"-1"
"445",NM3500826,SANTA FE COUNTY SOUTH SECTOR,,L,SANTA FE,SANTA FE,SWP,7000.00000000,1500000.00000000,"00826006",C,13647.00000000,CC SANTA FE AT RICHARDS AVE,,CC,SW,P,35.61875000,-106.00061100,"003",2014/06/10,0.00000000,,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,SF FRANK BACA,"-1"
"446",NM3500826,SANTA FE COUNTY SOUTH SECTOR,,L,SANTA FE,SANTA FE,SWP,7000.00000000,1500000.00000000,"00826005",C,13646.00000000,CC SANTA FE AT RODEO ROAD,,CC,SW,P,35.63841900,-105.94760500,"003",2014/06/10,0.00000000,,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,SF FRANK BACA,"-1"
"447",NM3500826,SANTA FE COUNTY SOUTH SECTOR,,L,SANTA FE,SANTA FE,SWP,7000.00000000,1500000.00000000,"00826008",C,13650.00000000,CC BUCKMAN AT HWY 599,,CC,SW,P,35.58682700,-106.06599400,"003",2014/06/10,0.00000000,,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,SF FRANK BACA,"-1"
"590",NM3530504,PHILMONT BOY SCOUT RANCH - HEADQUARTERS,,P,,COLFAX,SW,2000.00000000,1000000.00000000,"30504001",C,7021.00000000,INTAKE #1,URRACA AND PHILLIPS RESERVOIRS,IN,SW,P,36.43444400,-105.00861100,"003",2011/11/15,0.00000000,,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,GREG QUARTIERI,"-1"
"701",NM3511101,LOST HORIZON COOP ASSOCIATION,,P,ALBUQUERQUE,BERNALILLO,SWP,78.00000000,105000.00000000,"11101002",C,7280.00000000,ALBUQUERQUE WSS,,CC,SW,P,35.06850000,-106.75808300,"003",2003/01/29,0.00000000,,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,CHET MARKHAM,"-1"
"753",NM3500104,SPRINGER CORRECTIONAL FACILITY,,S,SPRINGER,COLFAX,SWP,350.00000000,439000.00000000,"00104001",NTNC,7240.00000000,SPRINGER WATER SYSTEM CONNECTION,,CC,SW,P,36.38713800,-104.62330500,"003",2009/11/04,0.00000000,,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,GREG QUARTIERI,"-1"
"777",NM3501024,PINE RIVER MDCA,,L,NAVAJO DAM,SAN JUAN,GU,44.00000000,1200.00000000,"01024001",C,10655.00000000,WELL #1,,WL,GU,P,36.99972200,-107.60111100,"003",2005/03/18,20.00000000,FT,8.00000000,IN,0.00000000,,SANTA FE AREA OFFICE,JAMES JONES,"-1"
"733",NM3500825,UNITED WORLD COLLEGE,,P,MONTEZUMA,SAN MIGUEL,SWP,350.00000000,1000000.00000000,"00825001",NTNC,8286.00000000,CONSECUTIVE CONNECTION #1 (LAS VEGAS),CITY OF LAS VEGAS,CC,SW,P,35.65310500,-105.28101900,"003",2014/09/22,0.00000000,,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,SF FRANK BACA,"-1"
"651",NM3503401,PAJARITO MESA MDWCA,,L,ALBUQUERQUE,BERNALILLO,SWP,175.00000000,0.00000000,"03401001",C,13034.00000000,CC ABCWUA (PAJARITO RESERVOIR),FILL STATION AT RESERVOIR,CC,SW,P,34.99299700,-106.76816300,"003",2010/07/19,0.00000000,,0.00000000,,0.00000000,,LAS CRUCES AREA OFFICE,BRANDI LITTLETO,"-1"
"890",NM3526704,CITY OF RATON/RATON WATER WORKS,,L,RATON,COLFAX,SW,9733.00000000,7410000.00000000,"26704003",C,7020.00000000,INTAKE #1 (LAKE MALOYA),LAKE MALOYA,IN,SW,P,36.98382800,-104.37587300,"003",2007/02/20,0.00000000,,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,GREG QUARTIERI,"-1"
"891",NM3526704,CITY OF RATON/RATON WATER WORKS,,L,RATON,COLFAX,SW,9733.00000000,7410000.00000000,"26704001",C,7018.00000000,INTAKE #2 (CIMARRON DIVERSION),CIMARRON DIVERSION,IN,SW,P,36.52017400,-104.99792000,"003",2007/02/20,0.00000000,,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,GREG QUARTIERI,"-1"
"892",NM3526704,CITY OF RATON/RATON WATER WORKS,,L,RATON,COLFAX,SW,9733.00000000,7410000.00000000,"26704011",C,12645.00000000,STORAGE TANK #5 (RAW WATER TANK - PLANT),,RS,SW,P,36.91935800,-104.43295800,"003",2007/02/20,0.00000000,,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,GREG QUARTIERI,"-1"
"828",NM3595017,TRI-STATE GENERATING STATION,,P,PREWITT,MCKINLEY,SW,125.00000000,880000.00000000,"95017013",NTNC,8638.00000000,RESERVOIR #1,SURFACE WATER RESERVOIR #1,RS,SW,P,35.41369400,-108.08858300,"003",2004/03/24,0.00000000,,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,JAMES JONES,"-1"
"927",NM3526204,CIMARRON WATER SYSTEM,,L,CIMARRON,COLFAX,SW,969.00000000,490000.00000000,"26204001",C,7015.00000000,CIMARRONCITO RESERVOIR INTAKE,,IN,SW,P,36.48114600,-105.05556000,"003",2005/11/15,0.00000000,,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,GREG QUARTIERI,"-1"
"953",NM3509223,LA JARA WATER USERS ASSOCIATION,,L,LA JARA,SANDOVAL,SW,250.00000000,187000.00000000,"09223003",C,9140.00000000,INTAKE #1,LA JARA CREEK INTAKE,IN,SW,P,36.12667000,-106.91175000,"003",2017/05/11,0.00000000,,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,SF FRANK BACA,"-1"
"1016",NM3510624,UPPER LA PLATA WATER USERS ASSOCIATION,,L,LA PLATA,SAN JUAN,SWP,2265.00000000,890000.00000000,"10624007",C,12263.00000000,LOWER VALLEY CONSECUTIVE CONNECTION,,CC,SW,P,36.75603000,-108.29094300,"003",2018/06/01,0.00000000,,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,JAMES JONES,"-1"
"1167",NM3510124,BLOOMFIELD WATER SUPPLY SYSTEM,,L,BLOOMFIELD,SAN JUAN,SW,7090.00000000,3100000.00000000,"10124001",C,10430.00000000,BLOOMFIELD IRRIGATION DITCH,,IN,SW,P,36.71675000,-107.91714000,"003",2017/08/31,0.00000000,,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,JAMES JONES,"-1"
"1168",NM3510124,BLOOMFIELD WATER SUPPLY SYSTEM,,L,BLOOMFIELD,SAN JUAN,SW,7090.00000000,3100000.00000000,"10124012",C,12745.00000000,ARAGON RESERVOIR (RAW),,RS,SW,P,36.71780000,-107.81754000,"003",2017/08/31,0.00000000,,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,JAMES JONES,"-1"
"1064",NM3526604,SPRINGER WATER SYSTEM,,L,SPRINGER,COLFAX,SW,1363.00000000,650000.00000000,"26604001",C,7017.00000000,LOWER RESERVOIR INTAKE,,IN,SW,P,36.39277800,-104.61166700,"003",2011/11/15,0.00000000,,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,GREG QUARTIERI,"-1"
"1065",NM3500204,FRENCH MDWCA/SWA,FRENCH DOMESTIC USER ASSOCIATION,L,SPRINGER,COLFAX,SWP,150.00000000,46000.00000000,"00204001",C,7243.00000000,CONSECUTIVE CONNECTION #1 (SPRINGER),FROM SPRINGER WATER (NM3526604),CC,SW,P,36.38194400,-104.61416700,"003",2002/07/29,0.00000000,,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,GREG QUARTIERI,"-1"
"1094",NM3566924,WEST HAMMOND MDWCA,,L,BLOOMFIELD,SAN JUAN,SWP,3739.00000000,798000.00000000,"66924007",C,13826.00000000,EAST BOOSTER STATION,,OT,SW,P,36.69346900,-107.98545600,"003",2015/10/20,0.00000000,,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,JAMES JONES,"-1"
"1095",NM3566924,WEST HAMMOND MDWCA,,L,BLOOMFIELD,SAN JUAN,SWP,3739.00000000,798000.00000000,"66924001",C,9989.00000000,LEE/HAMMOND TREATMENT PLANT CC,,CC,SW,P,36.69302700,-107.96383300,"003",2006/06/29,0.00000000,,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,JAMES JONES,"-1"
"1096",NM3566924,WEST HAMMOND MDWCA,,L,BLOOMFIELD,SAN JUAN,SWP,3739.00000000,798000.00000000,"66924006",C,13825.00000000,WEST BOOSTER STATION,,OT,SW,P,36.68269600,-108.00651400,"003",2015/10/20,0.00000000,,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,JAMES JONES,"-1"
"1333",NM3505126,SANTA FE WATER SYSTEM (CITY OF),,L,SANTA FE,SANTA FE,SW,78247.00000000,36150000.00000000,"05126072",C,10212.00000000,NICHOLS RESERVOIR,,RS,SW,P,35.81269700,-106.02576100,"003",2004/12/10,0.00000000,,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,WAYNE JEFFS,"-1"
"1334",NM3505126,SANTA FE WATER SYSTEM (CITY OF),,L,SANTA FE,SANTA FE,SW,78247.00000000,36150000.00000000,"05126077",C,13327.00000000,CONNECTION TO BUCKMAN REGIONAL WATER TP,,CC,SW,P,35.71247200,-106.01666600,"003",2014/02/20,0.00000000,,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,WAYNE JEFFS,"-1"
"1335",NM3505126,SANTA FE WATER SYSTEM (CITY OF),,L,SANTA FE,SANTA FE,SW,78247.00000000,36150000.00000000,"05126053",C,10193.00000000,SURGE TANK #3 (150K),,OT,SW,P,35.73780700,-106.07328800,"003",2018/03/07,0.00000000,,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,WAYNE JEFFS,"-1"
"1336",NM3505126,SANTA FE WATER SYSTEM (CITY OF),,L,SANTA FE,SANTA FE,SW,78247.00000000,36150000.00000000,"05126051",C,10191.00000000,SURGE TANK #1 (500K),,OT,SW,P,35.82224600,-106.14426700,"003",2018/03/07,0.00000000,,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,WAYNE JEFFS,"-1"
"1337",NM3505126,SANTA FE WATER SYSTEM (CITY OF),,L,SANTA FE,SANTA FE,SW,78247.00000000,36150000.00000000,"05126013",C,6987.00000000,SURFACE INTAKE,,IN,SW,P,35.68984400,-105.88079000,"003",2010/09/27,0.00000000,,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,WAYNE JEFFS,"-1"
"1338",NM3505126,SANTA FE WATER SYSTEM (CITY OF),,L,SANTA FE,SANTA FE,SW,78247.00000000,36150000.00000000,"05126052",C,10192.00000000,SURGE TANK #2 (150K),,OT,SW,P,35.77568000,-106.11374900,"003",2018/03/07,0.00000000,,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,WAYNE JEFFS,"-1"
"1339",NM3505126,SANTA FE WATER SYSTEM (CITY OF),,L,SANTA FE,SANTA FE,SW,78247.00000000,36150000.00000000,"05126073",C,10213.00000000,MCCLURE RESERVOIR,,RS,SW,P,35.85036700,-106.02793000,"003",2004/12/10,0.00000000,,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,WAYNE JEFFS,"-1"
"1413",NM3500924,HYDRO PURE TECHNOLOGY INC.,,P,AZTEC,SAN JUAN,SWP,25.00000000,13550.00000000,"00924002",C,9275.00000000,CONSECUTIVE CONNECTION #1 (AZTEC),MASTER METER AZTEC DOMESTIC WATER,CC,SW,P,36.83555600,-108.01222200,"003",2006/05/03,0.00000000,,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,JAMES JONES,"-1"
"1428",NM3500926,SANTA FE COUNTY WEST SECTOR,,L,SANTA FE,SANTA FE,SWP,2690.00000000,0.00000000,"00926006",C,13652.00000000,CC SANTA FE AT AQUA FRIA ST,,CC,SW,P,35.66085200,-106.00290000,"003",2014/06/09,0.00000000,,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,SF FRANK BACA,"-1"
"1429",NM3500926,SANTA FE COUNTY WEST SECTOR,,L,SANTA FE,SANTA FE,SWP,2690.00000000,0.00000000,"00926005",C,13651.00000000,CC SANTA FE NORTH,,CC,SW,P,35.71025800,-105.98599700,"003",2014/06/09,0.00000000,,0.00000000,,0.00000000,,SANTA FE AREA OFFICE,SF FRANK BACA,"-1"
